Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Andrea,Branch,James Spring 3373,Port Williammouth,01203,Danmark,DK,19521126-6965,+45,235.613.4842x277,1952-11-26,True
Tobias,Pedersen,Mikkelsenvollen 90,Jenssen,8201,Norge,NO,19820604-8377,+47,457 16 149,1982-06-04,True
Marie,Lundgren,Åkergatan 591,Västerås,71309,Sverige,SE,19691018-2065,+46,048-791 21 65,1969-10-18,True
Anders,Persson,Nygatan 9,Göteborg,41536,Sverige,SE,19710820-5367,+46,+46 (0)8 116 922 18,1971-08-20,True
Michelle,Richmond,Hensley Radial 43325,South Erinfurt,78848,Danmark,DK,19420213-5523,+45,+1-352-462-7593x8113,1942-02-13,True
Evan,Underwood,Martin Point 3995,Jasmineton,41072,Danmark,DK,19491211-6253,+45,001-240-857-0865x08982,1949-12-11,True
Nora,Hanssen,Myhrekroken 2,Tonjefjord,4655,Norge,NO,19410707-2625,+47,43249080,1941-07-07,True
Ingrid,Vik,Christensengata 4A,Torillvåg,7053,Norge,NO,19760821-4315,+47,92234000,1976-08-21,True
Jörgen,Andersson,Trädgårdsvägen 20,Nyköping,91702,Sverige,SE,19600607-2975,+46,099-34 39 14,1960-06-07,True
Jorunn,Fredriksen,Andersenstien 6,Haugland,5239,Norge,NO,19691118-2081,+47,+47 88 48 15 64,1969-11-18,True
Marie,Gustafsson,Aspgränd 619,Örnsköldsvik,13434,Sverige,SE,19580506-3150,+46,08-464 187 71,1958-05-06,True
Carolina,Gustavsson,Ängsvägen 32,Alingsås,15454,Sverige,SE,19990921-6949,+46,08-581 55 04,1999-09-21,True
Richard,Rosén,Skolgränd 190,Helsingborg,45431,Sverige,SE,19770418-2854,+46,08-09 32 95,1977-04-18,True
Astrid,Mikkelsen,Rasmussenmyra 047,Brekke,0245,Norge,NO,19951120-9870,+47,91202138,1995-11-20,True
Marie,Hanssen,Jensengrenda 2H,Karlby,3114,Norge,NO,19800803-7646,+47,93594084,1980-08-03,True
Iris,Lundberg,Skogsvägen 576,Sandviken,34328,Sverige,SE,19620912-8214,+46,+46 (0)8 530 728 28,1962-09-12,True
Sofie,Kristensen,Pettersenstien 2,Elisehelle,3069,Norge,NO,19770808-8671,+47,32 26 10 78,1977-08-08,True
David,Smith,Lauren Square 75200,South Heatherhaven,04099,Danmark,DK,19910407-8882,+45,373-973-8905,1991-04-07,True
Olavi,Jussila,Maasälvänkatu 2,Posio,83131,Finland,FI,19960211-274U,+358,(+358) 057785779,1996-02-11,True
Ulrika,Pettersson,Villatorget 5,Karlstad,84171,Sverige,SE,19591008-5423,+46,0709-862 97,1959-10-08,True
Maria,Ågren,Aspvägen 64,Alingsås,57609,Sverige,SE,19590515-6642,+46,+46 (0)80 23 38 58,1959-05-15,True
Lauri,Timonen,Porinbulevardi 3,Sottunga,14225,Finland,FI,19490209-082V,+358,0216394462,1949-02-09,True
Elisabeth,Månsson,Genvägen 71,Lidköping,35757,Sverige,SE,19480115-7237,+46,0916-12 15 21,1948-01-15,True
Karl,Andreassen,Bøeringen 02A,Thomashavn,1433,Norge,NO,19841120-8811,+47,+4760292571,1984-11-20,True
Karolina,Söderström,Bäckgränd 6,Alingsås,71789,Sverige,SE,19461216-2471,+46,0000-424 90,1946-12-16,True
Louise,Lundberg,Storstigen 5,Luleå,40330,Sverike,SE,19970903-5038,+46,026-929 45 36,1997-09-03,True
Helene,Larsson,Furuvägen 486,Varberg,98366,Sverige,SE,19770413-1123,+46,085-126 74 47,1977-04-13,True
Amanda,Dunlap,Morales Grove 42502,Davismouth,87198,Danmark,DK,19991125-5302,+45,+1-349-748-4333x9076,1999-11-25,True
Fredrik,Eriksson,Furuvägen 659,Trelleborg,34990,Sverige,SE,19641019-9822,+46,090-521 39 73,1964-10-19,True
Ashley,Fleming,West Stream 6533,Nathanielborough,12644,Danmark,DK,19440326-3252,+45,001-491-344-3812,1944-03-26,True
Oscar,Andersson,Villagatan 94,Växjö,88249,Sverige,SE,19970221-2030,+46,0626-802 58,1997-02-21,True
Marcus,Nilsson,Trädgårdsvägen 36,Östersund,36306,Sverige,SE,19840330-8879,+46,094-321 83 07,1984-03-30,True
Mari,Danielsson,Åkervägen 9,Växjö,12217,Sverige,SE,19900108-3702,+46,0626-84 66 40,1990-01-08,True
Dan,Pettersson,Skogstorget 0,Göteborg,36774,Sverige,SE,19760528-8894,+46,0321-575 58,1976-05-28,True
Roger,Engström,Fabriksgatan 542,Karlstad,55971,Sverige,SE,19541208-0225,+46,08-149 82 32,1954-12-08,True
Carl,Persson,Fabrikstorget 996,Luleå,29000,Sverige,SE,19560806-4444,+46,+46 (0)66 35 20 19,1956-08-06,True
Gertrud,Karlsson,Industrivägen 84,Borlänge,77682,Sverige,SE,19870425-6210,+46,+46 (0)8 298 862 10,1987-04-25,True
Bertil,Börjesson,Bäckvägen 14,Jönköping,85653,Sverige,SE,19460718-3929,+46,+46 (0)32 21 45 58,1946-07-18,True
Rolf,Svensson,Ringgatan 76,Stockholm,18966,Sverige,SE,19431022-7524,+46,08-752 96 21,1943-10-22,True
Ingrid,Isaksson,Fabriksstigen 857,Umeå,93158,Sverige,SE,19620318-2447,+46,08-37 40 36,1962-03-18,True
Erik,Svensson,Backvägen 756,Göteborg,72569,Sverige,SE,19520813-5154,+46,0241-38 64 71,1952-08-13,True
Stig,Gustavsson,Ekgatan 003,Piteå,70276,Sverige,SE,19431012-0332,+46,+46 (0)8 871 831 82,1943-10-12,True
Nancy,Ortiz,Jasmine Harbors 5376,Kristinaburgh,24850,Danmark,DK,19440804-2442,+45,(706)966-3129x80544,1944-08-04,True
Håkon,Nielsen,Abrahamsentoppen 9,Aas,6166,Norge,NO,19641118-5733,+47,+47 49 98 85 29,1964-11-18,True
Shelley,Peters,Willie Camp 44504,North Jacqueline,29818,Danmark,DK,19850926-8560,+45,001-418-249-1713x313,1985-09-26,True
Aleksi,Tiihonen,Ormuspolku 481,Virolahti,21465,Finland,FI,19910708-6108,+358,+358 977058401,1991-07-08,True
Asbjørn,Tveit,Amundsenvollen 9,Alexanderfjord,4344,Norge,NO,19611227-4903,+47,94010590,1961-12-27,True
Rolf,Aas,Henriksenhavna 737,Nguyen,3253,Norge,NO,19800924-6366,+47,43296942,1980-09-24,True
Raymond,Wall,Clark Pine 32233,Lindafurt,27560,Danmark,DK,19930413-2655,+45,946.306.7387x872,1993-04-13,True
Karin,Bøe,Eidevika 9E,Kristiansen,6818,Norge,NO,19961017-1148,+47,45511509,1996-10-17,True
Maria,Nilsson,Parktorget 279,Östersund,58693,Sverige,SE,19790422-1032,+46,+46 (0)994 865 43,1979-04-22,True
Susan,Wilson,Collins Street 6313,Kyleview,96340,Danmark,DK,19441013-0961,+45,(399)642-9169x78619,1944-10-13,True
Anders,Johansson,Industrigatan 80,Umeå,35753,Sverige,SE,19500928-5057,+46,0989-671 39,1950-09-28,True
Elisabet,Andersson,Skolgränd 14,Lidköping,69746,Sverige,SE,19580530-4052,+46,001-112 39 61,1958-05-30,True
Louise,Gunnarsson,Industrivägen 8,Örnsköldsvik,59271,Sverige,SE,19791227-5814,+46,+46 (0)793 273 42,1979-12-27,True
Finn,Kristiansen,Tveitløkka 6,Haugen,9767,Norge,NO,19641221-3090,+47,06311661,1964-12-21,True
Lennart,Andersson,Fabriksstigen 27,Östersund,29510,Sverige,SE,19890627-5068,+46,072-20 58 09,1989-06-27,True
Nicholas,Jackson,Jamie Drive 313,Paulborough,11356,Danmark,DK,19650804-2900,+45,001-472-764-9650x586,1965-08-04,True
Simen,Evensen,Bøeåsen 9,Roarnes,1596,Norge,NO,19740511-2348,+47,01523145,1974-05-11,True
Elisabet,Andersson,Genvägen 44,Lidköping,38735,Sverige,SE,19481027-3806,+46,0915-85 04 75,1948-10-27,True
Gun,Olsson,Parkgränd 020,Skövde,65436,Sverige,SE,19810330-8699,+46,000-28 20 00,1981-03-30,True
Gudrun,Olsson,Ringvägen 7,Gävle,70594,Sverige,SE,19550514-3709,+46,+46 (0)583 859 25,1955-05-14,True
Harriet,Berg,Fabriksgatan 18,Norrköping,22138,Sverige,SE,19590204-7159,+46,08-041 85 46,1959-02-04,True
Sara,Svensson,Villagränd 6,Kalmar,54443,Sverige,SE,19600124-0805,+46,+46 (0)8 727 475 34,1960-01-24,True
Ida,Sjöberg,Parkgatan 059,Helsingborg,61049,Sverige,SE,20000101-3720,+46,+46 (0)04 92 00 34,2000-01-01,True
Lars,Nilsson,Furutorget 918,Gävle,73830,Sverige,SE,19430423-8027,+46,0931-46 86 93,1943-04-23,True
Håkon,Edvardsen,Karlseneggen 59B,Asbjørndal,5083,Norge,NO,19870629-4428,+47,478 15 219,1987-06-29,True
Philip,Johnston,Jennifer Cliff 1546,Samuelshire,04963,Danmark,DK,19500630-5507,+45,(840)424-5717x548,1950-06-30,True
Jerry,Stark,Dickson Village 65240,Douglaschester,39429,Danmark,DK,19651016-8377,+45,864.957.8706x4835,1965-10-16,True
Jan,Lindström,Skogsgatan 97,Mölndal,77185,Sverige,SE,19440320-2146,+46,047-906 10 02,1944-03-20,True
Viktor,Henriksson,Ringvägen 2,Borlänge,36679,Sverige,SE,19630718-1011,+46,0787-81 13 40,1963-07-18,True
Jan,Larsson,Kvarngränd 2,Ängelholm,27002,Sverige,SE,19980826-1255,+46,0605-233 63,1998-08-26,True
Emma,Kristoffersen,Ruudstien 04H,Mettefjell,6387,Norge,NO,19430901-4380,+45,966 96 510,1943-09-01,True
Kerstin,Bergström,Skolvägen 0,Trollhättan,85441,Sverige,SE,19410427-6793,+46,08-664 730 26,1941-04-27,True
Inger,Strøm,Nilsenhagen 9,Mortennes,3542,Norge,NO,19930707-7543,+47,67 33 98 86,1993-07-07,True
Kristin,Andresen,Iversenengen 3G,Olavodden,3319,Norge,NO,19991012-2675,+47,67 50 08 76,1999-10-12,True
Lennart,Björk,Skolgatan 43,Karlskrona,34505,Sverige,SE,19480503-4937,+46,026-94 53 62,1948-05-03,True
Eric,Hermansson,Björkstigen 324,Växjö,58065,Sverige,SE,19570805-2053,+46,+46 (0)744 930 73,1957-08-05,True
Jørgen,Danielsen,Jenssenhøgda 4,Lailaø,4643,Norge,NO,19521122-1241,+47,+4745429999,1952-11-22,True
Lars,Andersson,Ängsgatan 5,Skövde,85596,Sverige,SE,19960515-2446,+46,0228-64 66 69,1996-05-15,True
Lena,Eriksson,Skogstorget 2,Västerås,62924,Sverige,SE,19930614-3346,+46,0230-367 00,1993-06-14,True
Stine,Thomassen,Danielsenstien 305,Ruthmark,1026,Norge,NO,19961007-3149,+47,62 06 56 11,1996-10-07,True
Sandra,Eriksson,Industrigränd 511,Nyköping,22899,Sverige,SE,19940801-0029,+46,08-52 30 90,1994-08-01,True
Sissel,Eide,Andreassenlunden 887,Eiriksjøen,4785,Norge,NO,19810408-7122,+47,57 99 11 80,1981-04-08,True
John,Dean,Morrow Passage 11051,Parkerburgh,67205,Danmark,DK,19470613-1686,+45,(241)734-0852x9275,1947-06-13,True
Matthew,Huff,Medina Motorway 26761,Johnsonfort,31185,Danmark,DK,19940315-6354,+45,793.257.3997x63636,1994-03-15,True
Danielle,Bailey,Chase Drive 57835,Rodriguezmouth,12473,Danmark,DK,19400301-7041,+45,(214)205-9656x93879,1940-03-01,True
Karl,Strömberg,Björkgränd 839,Lidingö,39742,Sverige,SE,19600901-0379,+46,087-93 73 89,1960-09-01,True
Kjell,Birkeland,Solheimringen 802,Lien,3829,Norge,NO,19400530-3541,+47,459 26 754,1940-05-30,True
Anders,Nilsson,Bäckvägen 34,Ängelholm,97699,Sverige,SE,19810210-7519,+46,070-771 79 35,1981-02-10,True
Zachary,White,Newman Prairie 61635,Davidbury,81922,Danmark,DK,19760623-2305,+45,+1-385-793-0596x5456,1976-06-23,True
Siv,Jonsson,Skogstorget 111,Karlstad,52434,Sverige,SE,19460110-1825,+46,+46 (0)8 484 245 76,1946-01-10,True
Lawrence,Thompson,Michelle Crescent 28488,Sydneyville,71721,Danmark,DK,19920213-9678,+45,664.580.7842x959,1992-02-13,True
Stefan,Persson,Ekvägen 59,Eskilstuna,65593,Sverige,SE,19741004-4235,+46,08-222 980 22,1974-10-04,True
Anna,Sjödin,Kyrkogatan 623,Karlstad,88104,Sverige,SE,19830502-9737,+46,0814-66 54 59,1983-05-02,True
Gunhild,Eriksson,Industristigen 2,Östersund,38668,Sverige,SE,19440323-0535,+46,08-807 66 48,1944-03-23,True
Robert,Jensen,Smith Forge 094,Wilsonshire,09981,Danmark,DK,19890929-6953,+45,420.270.9127x014,1989-09-29,True
Louise,Gustavsson,Ringstigen 15,Skövde,35739,Sverige,SE,19890116-0106,+46,062-37 09 57,1989-01-16,True
Alexander,Kemppainen,Betlehemintie 618,Siikajoki,66696,Finland,FI,19940924-1103,+358,+358 40 7109754,1994-09-24,True
Margaretha,Axelsson,Storvägen 0,Nyköping,90070,Sverige,SE,20000214-3922,+46,+46 (0)8 352 109 46,2000-02-14,True
Maria,Björklund,Industrigränd 45,Helsingborg,59601,Sverige,SE,19631110-5004,+46,027-00 85 84,1963-11-10,True
Hans,Sjöberg,Aspgränd 6,Motala,32194,Sverige,SE,19450602-4266,+46,08-319 858 03,1945-06-02,True
Laura,Reyes,Walker Loop 1674,New Mckenzie,20231,Danmark,DK,19680119-8711,+45,(990)679-8757,1968-01-19,True
Johannes,Suominen,Vaarnakatu 3,Toholampi,32454,Finland,FI,19830820-639M,+358,(+358) 727197966,1983-08-20,True
Ann-Christin,Gunnarsson,Industritorget 5,Karlstad,74985,Sverige,SE,19590720-7582,+46,08-802 28 00,1959-07-20,True
Krista,Hamilton,Jacqueline Club 5845,Josemouth,23920,Danmark,DK,20000408-9177,+45,(324)498-9858x28462,2000-04-08,True
Kim,Björk,Backvägen 58,Uddevalla,43177,Sverige,SE,19570128-5592,+46,0440-63 27 26,1957-01-28,True
Michael,Wilson,Keller Stream 599,North Rodney,56803,Danmark,DK,19580204-1628,+45,001-939-922-3739x411,1958-02-04,True
Marie,Moe,Sivertsenlyngen 9,Leneby,2087,Norge,NO,19780901-4665,+47,+47 09 15 80 66,1978-09-01,True
Christoffer,Lundström,Storgränd 3,Mölndal,56616,Sverige,SE,19950505-0527,+46,031-282 83 15,1995-05-05,True
Kaitlyn,Brooks,Taylor Fall 178,Port Jasmine,05112,Danmark,DK,19700918-1659,+45,(638)517-2687,1970-09-18,True
Jenny,Arnesen,Moestubben 4,Sisselfoss,8243,Norge,NO,19591210-8640,+47,966 88 880,1959-12-10,True
Hannah,Cox,Ford Parks 075,North Deborah,69020,Danmark,DK,19981030-8250,+45,(665)436-3453,1998-10-30,True
Ryan,Nguyen,Harris Islands 2286,Deborahburgh,26670,Danmark,DK,19930605-5791,+45,+1-233-209-4770x652,1993-06-05,True
Ulf,Isaksson,Idrottsstigen 82,Alingsås,93297,Sverige,SE,19870824-9013,+46,+46 (0)8 696 056 82,1987-08-24,True
Maria,Andersson,Furutorget 5,Nyköping,26339,Sverige,SE,19610217-6924,+46,017-96 13 83,1961-02-17,True
Eva,Arnesen,Bøeskrenten 2B,Benteøy,8794,Norge,NO,19610530-5248,+47,92197593,1961-05-30,True
Bror,Möller,Bäckstigen 9,Uddevalla,69485,Sverige,SE,19490723-3743,+46,08-427 99 61,1949-07-23,True
Andrea,Paulsen,Dahlstykket 2,Mathisen,1875,Norge,NO,19841111-8626,+47,49132645,1984-11-11,True
Viola,Sjöström,Ängsvägen 89,Falun,76591,Sverige,SE,19450828-9662,+46,08-019 77 76,1945-08-28,True
Bernt,Nilsson,Parktorget 18,Östersund,14071,Sverige,SE,19920612-5192,+46,+46 (0)38 12 26 19,1992-06-12,True
Brita,Jansson,Parkgatan 8,Växjö,93331,Sverige,SE,19401227-8483,+46,08-12 94 17,1940-12-27,True
Ragnar,Åström,Backstigen 01,Örnsköldsvik,17130,Sverige,SE,19641122-8745,+46,08-147 72 13,1964-11-22,True
Kimberly,Rogers,Johnson Crossing 6177,Michaelhaven,25163,Danmark,DK,19960619-8342,+45,001-753-245-1093x1965,1996-06-19,True
Åke,Andersson,Skolgatan 00,Halmstad,88809,Sverige,SE,19750322-3026,+46,0687-137 82,1975-03-22,True
Kim,Jensen,Engenhøgda 21,Vik,5679,Norge,NO,19880429-7800,+47,471 99 492,1988-04-29,True
Hanna,Gustafsson,Storstigen 5,Mölndal,29846,Sverige,SE,19841125-5817,+46,+46 (0)8 087 242 18,1984-11-25,True
Mikael,Sundqvist,Storgatan 0,Uppsala,65908,Sverige,SE,19901010-6756,+46,0146-79 86 36,1990-10-10,True
Anders,Ellingsen,Alistien 57,Danielø,9032,Norge,NO,19930701-4969,+47,52 83 37 20,1993-07-01,True
Karl,Johansson,Granvägen 6,Mölndal,58238,Sverige,SE,19600508-1123,+46,087-657 47 95,1960-05-08,True
Emelie,Hansson,Villagränd 9,Lidköping,80420,Sverige,SE,19930307-5250,+46,08-72 28 93,1993-03-07,True
Jukka,Silvennoinen,Kilpolankuja 881,Nurmijärvi,81428,Finland,FI,19830121-079D,+358,+358808334384,1983-01-21,True
Maria,Olofsson,Ringgränd 96,Skellefteå,43889,Sverige,SE,19430626-6271,+46,0440-65 15 16,1943-06-26,True
Helene,Möller,Gengränd 9,Borlänge,45878,Sverige,SE,19740901-7642,+46,+46 (0)881 218 72,1974-09-01,True
Caleb,Conway,Walker Manors 55141,West Kimburgh,41998,Danmark,DK,19450304-4406,+45,+1-325-876-3715x938,1945-03-04,True
Lea,Ahokas,Nervanderinkatu 0,Lumparland,53686,Finland,FI,19521201-548R,+358,(+358) 086192313,1952-12-01,False
Susanna,Seppälä,Pohjolantie 054,Parkano,33475,Finland,FI,19481007-553Y,358,0377850387,1948-10-07,True
Lindsey,Olson,Sarah Plaza 20043,Davidburgh,48417,Danmark,DK,19550206-2257,+45,208.252.7502x198,1955-02-06,True
Lene,Evensen,Jakobsentunet 1B,Runesand,5799,Norge,NO,19591219-7047,+47,43 34 68 97,1959-12-19,True
Kevin,Richardson,Gutierrez Terrace 427,Paulamouth,77758,Danmark,DK,19990202-2272,+45,294.228.5287x6555,1999-02-02,True
Whitney,Turner,Angela Lodge 6959,Robertport,14288,Danmark,DK,19601107-0363,+45,001-225-890-5762x03355,1960-11-07,True
